,seller,offerType,price,abtest,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
43379,privat,Angebot,1650,control,kleinwagen,manuell,58,clio,125000,benzin,renault,nein,20.25
43380,privat,Angebot,3750,control,kleinwagen,manuell,105,a3,150000,diesel,audi,nein,17.42
43381,privat,Angebot,4100,test,limousine,manuell,75,colt,70000,benzin,mitsubishi,nein,13.58
43383,privat,Angebot,839,control,,,59,twingo,150000,,renault,,3.92
43384,privat,Angebot,3990,control,limousine,manuell,90,golf,150000,diesel,volkswagen,nein,17.67
43385,privat,Angebot,3600,test,cabrio,manuell,136,3_reihe,20000,,peugeot,ja,16.83
43386,privat,Angebot,18500,test,limousine,manuell,300,impreza,80000,benzin,subaru,ja,13.5
43387,privat,Angebot,1300,control,kombi,manuell,90,passat,150000,diesel,volkswagen,nein,22.0
43389,privat,Angebot,7750,test,cabrio,manuell,170,3er,150000,benzin,bmw,nein,19.08
43390,privat,Angebot,3999,test,kleinwagen,manuell,84,aveo,100000,benzin,chevrolet,nein,11.83
43391,privat,Angebot,3200,test,kombi,manuell,179,andere,150000,diesel,audi,nein,19.17
43392,privat,Angebot,3100,test,limousine,manuell,110,civic,150000,benzin,honda,nein,17.33
43393,privat,Angebot,1200,test,limousine,manuell,109,2_reihe,150000,benzin,peugeot,,15.67
43394,privat,Angebot,2550,test,bus,manuell,125,meriva,125000,benzin,opel,nein,17.75
43395,privat,Angebot,599,control,kombi,manuell,116,v40,150000,benzin,volvo,ja,24.25
43396,privat,Angebot,3650,test,kombi,manuell,65,clio,125000,diesel,renault,nein,13.67
43397,privat,Angebot,4650,control,coupe,manuell,90,astra,150000,benzin,opel,nein,13.58
43398,privat,Angebot,1000,control,kleinwagen,manuell,60,polo,150000,benzin,volkswagen,nein,25.67
43399,privat,Angebot,4400,control,limousine,manuell,116,golf,150000,diesel,volkswagen,nein,21.83
43401,privat,Angebot,4800,test,kombi,manuell,105,golf,150000,diesel,volkswagen,nein,14.75
43402,privat,Angebot,2890,test,bus,manuell,125,zafira,150000,diesel,opel,nein,18.5
43403,privat,Angebot,18000,test,cabrio,manuell,140,golf,80000,diesel,volkswagen,nein,9.33
43404,privat,Angebot,22300,control,bus,manuell,140,touran,20000,diesel,volkswagen,nein,7.25
43405,privat,Angebot,24999,test,suv,automatik,245,x_reihe,150000,diesel,bmw,nein,10.42
43406,privat,Angebot,900,test,limousine,manuell,71,astra,150000,benzin,opel,nein,26.92
43407,privat,Angebot,550,control,,manuell,60,,150000,benzin,ford,,3.0
43408,privat,Angebot,2500,test,kombi,manuell,101,astra,150000,diesel,opel,ja,15.25
43409,privat,Angebot,9000,test,kombi,manuell,200,octavia,125000,benzin,skoda,,15.42
43410,privat,Angebot,870,control,limousine,manuell,170,,150000,benzin,bmw,ja,24.08
43411,privat,Angebot,11000,control,kleinwagen,manuell,105,polo,60000,benzin,volkswagen,nein,11.58
43412,privat,Angebot,1925,test,limousine,manuell,101,a4,150000,benzin,audi,nein,21.5
43414,privat,Angebot,6000,test,kombi,automatik,163,5er,150000,diesel,bmw,nein,18.92
43415,privat,Angebot,9890,control,bus,manuell,140,touran,125000,benzin,volkswagen,,12.67
43416,privat,Angebot,8400,control,coupe,manuell,231,3er,150000,benzin,bmw,nein,19.92
43417,privat,Angebot,15500,test,coupe,automatik,286,andere,150000,benzin,bmw,nein,27.5
43418,privat,Angebot,999,control,kombi,automatik,200,v70,150000,benzin,volvo,ja,19.83
43419,privat,Angebot,6200,test,kombi,manuell,140,a4,150000,diesel,audi,nein,18.0
43420,privat,Angebot,15800,test,suv,automatik,193,andere,40000,benzin,chevrolet,nein,13.58
43421,privat,Angebot,4800,test,kombi,manuell,74,vivaro,20000,diesel,opel,nein,20.92
43422,privat,Angebot,9990,test,kleinwagen,manuell,80,micra,5000,benzin,nissan,nein,5.25
43423,privat,Angebot,1199,test,cabrio,manuell,90,escort,150000,benzin,ford,nein,32.25
43425,privat,Angebot,15298,test,limousine,automatik,231,c_klasse,150000,benzin,mercedes_benz,nein,14.75
43426,privat,Angebot,580,control,kleinwagen,automatik,75,fiesta,70000,benzin,ford,nein,25.83
43427,privat,Angebot,1800,control,kombi,manuell,150,a6,150000,diesel,audi,ja,22.83
43428,privat,Angebot,4400,test,kleinwagen,manuell,54,polo,80000,benzin,volkswagen,nein,15.83
43429,privat,Angebot,9150,test,limousine,automatik,141,qashqai,150000,benzin,nissan,nein,13.5
43430,privat,Angebot,1250,test,coupe,manuell,75,3er,125000,benzin,bmw,nein,27.33
43431,privat,Angebot,1856,control,,manuell,75,agila,150000,,opel,nein,4.33
43432,privat,Angebot,1700,test,kombi,automatik,205,andere,150000,benzin,volvo,,32.0
43434,privat,Angebot,1150,test,bus,manuell,69,berlingo,150000,diesel,citroen,ja,16.17
43435,privat,Angebot,9350,test,coupe,manuell,140,passat,150000,diesel,volkswagen,nein,13.75
43436,privat,Angebot,3999,control,kleinwagen,manuell,95,andere,80000,benzin,fiat,nein,14.33
43437,privat,Angebot,6250,control,limousine,manuell,122,1er,150000,diesel,bmw,nein,15.67
43438,privat,Angebot,700,control,limousine,manuell,75,polo,150000,benzin,volkswagen,nein,22.5
43439,privat,Angebot,550,test,limousine,manuell,35,matiz,150000,benzin,chevrolet,,16.25
43440,privat,Angebot,8500,control,kombi,automatik,224,a6,5000,diesel,audi,nein,16.33
43441,privat,Angebot,11900,control,bus,manuell,125,andere,150000,diesel,opel,nein,9.42
43442,privat,Angebot,6350,test,kleinwagen,manuell,69,i_reihe,20000,benzin,hyundai,nein,9.75
43443,privat,Angebot,16800,test,kleinwagen,automatik,122,a1,40000,benzin,audi,nein,9.42
43444,privat,Angebot,650,control,kleinwagen,manuell,50,,125000,,volkswagen,nein,25.0
43445,privat,Angebot,6100,control,limousine,manuell,140,golf,150000,diesel,volkswagen,nein,15.92
43446,privat,Angebot,8800,test,limousine,manuell,105,golf,125000,diesel,volkswagen,nein,13.25
43448,privat,Angebot,1450,control,limousine,manuell,120,megane,150000,diesel,renault,nein,19.5
43449,privat,Angebot,200,control,kleinwagen,manuell,60,punto,5000,benzin,fiat,nein,23.67
43450,privat,Angebot,5199,control,kleinwagen,manuell,60,fiesta,125000,benzin,ford,nein,12.33
43451,privat,Angebot,4400,control,bus,manuell,109,vito,150000,diesel,mercedes_benz,nein,17.67
43452,privat,Angebot,11900,test,kombi,manuell,177,3er,150000,diesel,bmw,nein,12.42
43453,privat,Angebot,7250,control,limousine,manuell,177,5er,150000,diesel,bmw,nein,17.33
43454,privat,Angebot,12700,control,limousine,automatik,105,a3,125000,diesel,audi,nein,12.08
43455,privat,Angebot,1200,test,kleinwagen,automatik,80,fiesta,50000,,ford,ja,17.0
43456,privat,Angebot,10000,test,kombi,manuell,184,golf,60000,diesel,volkswagen,nein,8.58
43457,privat,Angebot,550,control,coupe,manuell,88,3_reihe,150000,benzin,mazda,ja,27.75
43458,privat,Angebot,900,control,kleinwagen,manuell,50,polo,125000,benzin,volkswagen,nein,23.58
43459,privat,Angebot,700,test,limousine,manuell,55,golf,150000,benzin,volkswagen,nein,25.42
43460,privat,Angebot,900,control,limousine,manuell,101,astra,150000,benzin,opel,ja,23.5
43462,privat,Angebot,7150,control,bus,manuell,102,transporter,150000,diesel,volkswagen,nein,21.0
43463,privat,Angebot,3300,control,,manuell,105,altea,150000,diesel,seat,ja,14.0
43464,privat,Angebot,2500,control,kleinwagen,manuell,54,polo,100000,benzin,volkswagen,ja,17.33
43465,privat,Angebot,1150,test,bus,,68,transporter,150000,diesel,volkswagen,,26.25
43466,privat,Angebot,3280,test,kleinwagen,manuell,75,forfour,150000,benzin,smart,nein,16.17
43467,privat,Angebot,1950,control,kombi,manuell,80,fabia,150000,benzin,skoda,nein,15.83
43468,privat,Angebot,29400,control,kombi,automatik,231,c_klasse,125000,diesel,mercedes_benz,nein,8.67
43469,privat,Angebot,2900,control,kombi,automatik,177,signum,150000,diesel,opel,,18.0
43470,privat,Angebot,1299,control,limousine,manuell,68,astra,150000,diesel,opel,nein,22.5
43473,privat,Angebot,1600,test,kleinwagen,manuell,60,ka,70000,benzin,ford,nein,19.92
43474,privat,Angebot,31000,control,limousine,automatik,211,a_klasse,30000,benzin,mercedes_benz,nein,8.75
43475,privat,Angebot,5800,test,kleinwagen,manuell,69,polo,50000,benzin,volkswagen,nein,13.25
43477,privat,Angebot,2750,test,limousine,manuell,75,golf,150000,benzin,volkswagen,nein,20.83
43478,privat,Angebot,4599,test,bus,automatik,150,zafira,150000,diesel,opel,ja,16.0
43479,privat,Angebot,8350,control,bus,automatik,140,touran,150000,benzin,volkswagen,nein,12.33
43480,privat,Angebot,6750,control,kleinwagen,manuell,105,ibiza,150000,benzin,seat,nein,12.25
43483,privat,Angebot,2999,test,limousine,manuell,129,c_klasse,150000,benzin,mercedes_benz,nein,20.25
43484,privat,Angebot,5000,control,kombi,manuell,163,3er,150000,diesel,bmw,nein,16.83
43485,privat,Angebot,2000,test,limousine,manuell,86,corolla,150000,benzin,toyota,nein,23.5
43486,privat,Angebot,10900,control,kombi,automatik,177,3er,150000,diesel,bmw,nein,13.83
43487,privat,Angebot,6490,test,kombi,manuell,116,astra,150000,benzin,opel,nein,13.5
43488,privat,Angebot,5550,control,kleinwagen,manuell,68,c1,30000,benzin,citroen,nein,9.25
43491,privat,Angebot,1700,control,kombi,manuell,120,laguna,150000,benzin,renault,nein,17.17
43494,privat,Angebot,650,test,kleinwagen,manuell,80,ypsilon,150000,benzin,lancia,nein,21.42
43495,privat,Angebot,5250,test,kleinwagen,manuell,150,golf,150000,diesel,volkswagen,nein,20.0
43496,privat,Angebot,3499,test,coupe,manuell,179,tt,150000,benzin,audi,,21.83
43498,privat,Angebot,2500,control,kombi,automatik,150,3er,150000,diesel,bmw,nein,18.17
43499,privat,Angebot,11550,test,kleinwagen,manuell,82,fiesta,40000,benzin,ford,nein,7.58
43500,privat,Angebot,12750,control,suv,manuell,163,i_reihe,40000,benzin,hyundai,nein,12.0
43501,privat,Angebot,1750,control,kleinwagen,automatik,54,micra,125000,benzin,nissan,nein,22.25
43502,privat,Angebot,750,test,kleinwagen,manuell,44,,125000,benzin,peugeot,ja,23.83
43503,privat,Angebot,13500,control,kombi,automatik,177,5er,125000,benzin,bmw,nein,14.17
43504,privat,Angebot,2850,control,cabrio,manuell,90,tigra,150000,benzin,opel,nein,16.33
43505,privat,Angebot,2990,test,bus,manuell,136,espace,150000,benzin,renault,nein,18.67
43506,privat,Angebot,6500,control,cabrio,automatik,45,fortwo,50000,diesel,smart,nein,13.92
43507,privat,Angebot,5700,test,kleinwagen,manuell,86,fabia,80000,benzin,skoda,nein,12.0
43508,privat,Angebot,4000,control,cabrio,manuell,109,2_reihe,100000,benzin,peugeot,nein,17.5
43509,privat,Angebot,700,test,kleinwagen,manuell,75,corsa,150000,benzin,opel,nein,20.58
43511,privat,Angebot,2000,control,kleinwagen,manuell,116,golf,150000,,volkswagen,,30.08
43512,privat,Angebot,7950,control,limousine,manuell,192,5er,150000,benzin,bmw,nein,18.5
43513,privat,Angebot,2000,test,limousine,manuell,109,3_reihe,150000,diesel,mazda,nein,17.67
43514,privat,Angebot,1200,test,,manuell,55,golf,5000,benzin,volkswagen,,31.0
43515,privat,Angebot,8990,test,kleinwagen,manuell,69,500,70000,benzin,fiat,nein,11.5
43517,privat,Angebot,1200,test,bus,manuell,90,galaxy,150000,diesel,ford,,23.33
43518,privat,Angebot,12200,test,suv,automatik,286,x_reihe,100000,diesel,bmw,nein,14.0
43521,privat,Angebot,1500,test,suv,,163,m_klasse,150000,diesel,mercedes_benz,ja,17.25
43522,privat,Angebot,12990,control,kleinwagen,manuell,122,cooper,30000,benzin,mini,nein,11.42
43523,privat,Angebot,1500,test,kombi,manuell,68,logan,150000,diesel,dacia,nein,14.25
43524,privat,Angebot,11600,test,kombi,automatik,231,e_klasse,150000,benzin,mercedes_benz,nein,15.67
43526,privat,Angebot,8400,control,limousine,manuell,99,civic,50000,benzin,honda,nein,10.25
43527,privat,Angebot,22999,control,kombi,automatik,184,octavia,60000,diesel,skoda,nein,7.92
43528,privat,Angebot,1999,control,,manuell,54,golf,90000,benzin,volkswagen,,31.0
43529,privat,Angebot,210,test,kleinwagen,manuell,45,corsa,125000,benzin,opel,,26.0
43530,privat,Angebot,2400,control,kombi,automatik,170,5er,150000,lpg,bmw,nein,21.83
43531,privat,Angebot,1050,control,kleinwagen,manuell,75,corsa,150000,benzin,opel,,20.92
43532,privat,Angebot,5000,control,kombi,manuell,131,passat,125000,diesel,volkswagen,nein,17.58
43533,privat,Angebot,11200,test,suv,manuell,140,outlander,100000,diesel,mitsubishi,nein,12.25
43534,privat,Angebot,6290,control,kombi,manuell,116,astra,150000,benzin,opel,nein,13.75
43535,privat,Angebot,1000,control,kombi,manuell,131,mondeo,150000,diesel,ford,ja,17.0
43536,privat,Angebot,1450,control,kleinwagen,manuell,58,corsa,150000,benzin,opel,nein,18.5
43537,privat,Angebot,2500,test,kombi,manuell,90,astra,150000,,opel,nein,16.33
43538,privat,Angebot,6399,control,cabrio,automatik,193,slk,90000,benzin,mercedes_benz,,22.58
43539,privat,Angebot,35950,control,coupe,manuell,136,andere,10000,diesel,mercedes_benz,nein,6.75
43541,privat,Angebot,3500,control,limousine,manuell,120,147,150000,diesel,alfa_romeo,nein,16.83
43542,privat,Angebot,8500,control,bus,manuell,102,touran,125000,benzin,volkswagen,nein,12.42
43543,privat,Angebot,1100,test,kleinwagen,manuell,60,corsa,125000,benzin,opel,nein,25.75
43545,privat,Angebot,1850,test,limousine,automatik,101,6_reihe,125000,benzin,mazda,nein,21.0
43546,privat,Angebot,3500,test,bus,manuell,116,sharan,150000,diesel,volkswagen,nein,20.25
43547,privat,Angebot,11900,control,bus,manuell,125,transit,100000,diesel,ford,nein,9.75
43548,privat,Angebot,27300,control,coupe,manuell,170,a5,50000,benzin,audi,nein,9.42
43549,privat,Angebot,1100,control,kleinwagen,manuell,60,polo,150000,benzin,volkswagen,nein,21.0
43550,privat,Angebot,25000,control,limousine,automatik,177,q3,70000,diesel,audi,nein,8.67
43551,privat,Angebot,14500,test,kombi,manuell,125,superb,60000,benzin,skoda,nein,10.33
43552,privat,Angebot,3900,test,coupe,manuell,143,3er,150000,benzin,bmw,nein,18.42
43553,privat,Angebot,4300,test,coupe,manuell,200,astra,125000,benzin,opel,nein,19.0
43554,privat,Angebot,1100,control,kleinwagen,manuell,58,twingo,125000,benzin,renault,nein,21.0
43555,privat,Angebot,15990,control,coupe,automatik,200,passat,80000,benzin,volkswagen,nein,12.33
43556,privat,Angebot,31900,control,limousine,manuell,143,x_reihe,30000,diesel,bmw,nein,6.17
43557,privat,Angebot,4790,test,bus,manuell,125,zafira,90000,benzin,opel,nein,16.42
43558,privat,Angebot,5900,test,kleinwagen,manuell,86,andere,100000,benzin,mazda,nein,13.25
43559,privat,Angebot,4950,test,kombi,manuell,131,passat,150000,diesel,volkswagen,nein,20.25
43560,privat,Angebot,2800,test,kombi,manuell,131,a6,150000,benzin,audi,nein,19.83
43561,privat,Angebot,2900,control,kleinwagen,manuell,60,lupo,70000,benzin,volkswagen,nein,18.08
43562,privat,Angebot,13900,control,kombi,automatik,160,a3,150000,benzin,audi,nein,12.58
43563,privat,Angebot,17750,test,limousine,automatik,235,s_klasse,150000,diesel,mercedes_benz,nein,13.25
43564,privat,Angebot,60000,control,cabrio,manuell,170,sl,150000,benzin,mercedes_benz,nein,52.0
43565,privat,Angebot,3800,control,kombi,manuell,131,a4,150000,diesel,audi,nein,17.5
43566,privat,Angebot,12399,test,kleinwagen,manuell,102,a3,60000,benzin,audi,nein,11.83
43567,privat,Angebot,1350,control,limousine,automatik,90,astra,70000,benzin,opel,nein,28.33
43568,privat,Angebot,200,control,kleinwagen,manuell,45,corsa,150000,benzin,opel,nein,23.0
43569,privat,Angebot,9900,test,,automatik,160,golf,60000,benzin,volkswagen,,4.92
43570,privat,Angebot,11899,control,kombi,automatik,204,c5,125000,diesel,citroen,nein,12.58
43571,privat,Angebot,4999,test,kombi,manuell,131,golf,150000,diesel,volkswagen,nein,16.17
43573,privat,Angebot,10500,test,kombi,automatik,177,3er,150000,diesel,bmw,nein,13.58
43574,privat,Angebot,7650,control,limousine,manuell,109,focus,90000,diesel,ford,nein,10.17
43575,privat,Angebot,17500,test,cabrio,manuell,143,1er,100000,diesel,bmw,nein,9.75
43576,privat,Angebot,2990,test,limousine,manuell,125,a4,150000,benzin,audi,nein,22.25
43577,privat,Angebot,1350,control,,manuell,60,ibiza,90000,benzin,seat,nein,3.17
43578,privat,Angebot,9499,test,kleinwagen,manuell,75,up,50000,benzin,volkswagen,nein,9.58
43579,privat,Angebot,46000,control,coupe,manuell,385,911,125000,benzin,porsche,nein,13.67
43580,privat,Angebot,150,test,kleinwagen,manuell,54,corsa,150000,benzin,opel,,23.67
43581,privat,Angebot,14890,test,limousine,automatik,99,auris,30000,hybrid,toyota,nein,8.42
43582,privat,Angebot,5499,control,limousine,manuell,105,octavia,150000,benzin,skoda,nein,16.25
43583,privat,Angebot,2200,control,limousine,automatik,170,omega,150000,benzin,opel,nein,21.92
43584,privat,Angebot,12000,test,limousine,manuell,122,1er,80000,benzin,bmw,nein,13.0
43585,privat,Angebot,8400,control,kleinwagen,manuell,75,ibiza,60000,diesel,seat,nein,10.67
43586,privat,Angebot,600,test,kleinwagen,manuell,60,polo,150000,benzin,volkswagen,nein,25.0
43588,privat,Angebot,2650,test,kleinwagen,manuell,75,corsa,150000,benzin,opel,nein,18.25
43589,privat,Angebot,2790,control,,,64,caddy,150000,diesel,volkswagen,,3.0
43590,privat,Angebot,33000,control,limousine,automatik,300,golf,30000,benzin,volkswagen,nein,7.42
43591,privat,Angebot,12600,test,cabrio,manuell,231,3er,150000,benzin,bmw,nein,18.83
43592,privat,Angebot,3950,test,,manuell,84,sirion,70000,benzin,daihatsu,nein,3.67
43593,privat,Angebot,3900,test,kleinwagen,manuell,116,cooper,150000,benzin,mini,,16.0
43594,privat,Angebot,1850,test,kombi,manuell,131,mondeo,150000,diesel,ford,ja,16.92
43595,privat,Angebot,4500,control,limousine,automatik,136,3er,150000,diesel,bmw,nein,21.0
43596,privat,Angebot,38450,control,suv,automatik,245,range_rover_sport,60000,diesel,land_rover,nein,11.25
43598,privat,Angebot,8800,control,kombi,manuell,177,3er,150000,diesel,bmw,nein,14.83
43599,privat,Angebot,4700,test,suv,manuell,129,pajero,100000,benzin,mitsubishi,nein,20.5
43600,privat,Angebot,7990,test,kombi,manuell,80,caddy,50000,benzin,volkswagen,nein,13.0
43602,privat,Angebot,9950,test,limousine,manuell,105,golf,100000,benzin,volkswagen,nein,10.08
43603,privat,Angebot,4500,control,limousine,manuell,116,3er,150000,benzin,bmw,nein,17.58
43604,privat,Angebot,4500,control,kombi,manuell,105,golf,150000,diesel,volkswagen,nein,17.92
43605,privat,Angebot,650,control,bus,manuell,69,andere,150000,diesel,peugeot,ja,22.58
43606,privat,Angebot,12900,control,limousine,manuell,135,ceed,40000,,kia,,8.5
43607,privat,Angebot,8500,test,kombi,manuell,105,golf,150000,diesel,volkswagen,nein,10.42
43608,privat,Angebot,649,test,kleinwagen,manuell,54,clio,150000,benzin,renault,nein,24.67
43609,privat,Angebot,4000,test,kombi,automatik,150,c_klasse,150000,diesel,mercedes_benz,nein,17.17
43611,privat,Angebot,400,control,kleinwagen,manuell,75,civic,125000,benzin,honda,,26.0
43612,privat,Angebot,9300,test,kombi,manuell,105,passat,150000,diesel,volkswagen,nein,9.5
43614,privat,Angebot,1000,control,limousine,manuell,113,andere,125000,benzin,fiat,nein,24.75
43615,privat,Angebot,1050,control,limousine,manuell,75,astra,150000,benzin,opel,nein,21.42
43616,privat,Angebot,4190,test,bus,manuell,125,c_max,150000,benzin,ford,nein,14.33
43617,privat,Angebot,12980,test,kombi,manuell,105,golf,60000,diesel,volkswagen,nein,10.67
43618,privat,Angebot,8500,control,limousine,manuell,170,a4,150000,diesel,audi,nein,15.58
43619,privat,Angebot,1700,test,,manuell,116,focus,125000,benzin,ford,,16.0
43620,privat,Angebot,31500,test,coupe,automatik,326,andere,90000,benzin,bmw,nein,26.67
43622,privat,Angebot,22500,control,kombi,automatik,170,c_klasse,30000,diesel,mercedes_benz,nein,9.25
43624,privat,Angebot,2777,control,kleinwagen,manuell,54,polo,150000,benzin,volkswagen,nein,16.08
43625,privat,Angebot,2700,test,kombi,manuell,116,a4,150000,diesel,audi,ja,21.92
43626,privat,Angebot,1000,test,limousine,manuell,125,a4,150000,benzin,audi,nein,25.83
43627,privat,Angebot,6850,test,limousine,manuell,105,golf,150000,diesel,volkswagen,nein,15.92
43629,privat,Angebot,8000,control,limousine,manuell,122,golf,150000,benzin,volkswagen,nein,11.17
43630,privat,Angebot,950,test,kleinwagen,manuell,90,ibiza,150000,diesel,seat,nein,23.83
43631,privat,Angebot,1250,test,,manuell,58,matiz,70000,,daewoo,,16.0
43632,privat,Angebot,650,control,limousine,manuell,147,vectra,150000,benzin,opel,,20.33
43633,privat,Angebot,12900,test,kombi,automatik,232,a4,150000,diesel,audi,nein,15.92
43634,privat,Angebot,2600,test,bus,manuell,125,zafira,150000,diesel,opel,nein,16.5
43635,privat,Angebot,5000,control,kombi,manuell,105,fabia,60000,benzin,skoda,,12.25
43637,privat,Angebot,4200,control,bus,manuell,110,transporter,150000,benzin,volkswagen,,27.5
43638,privat,Angebot,950,test,suv,manuell,95,andere,150000,benzin,daihatsu,ja,29.5
43639,privat,Angebot,1800,control,kombi,manuell,193,3er,150000,benzin,bmw,,24.0
43640,privat,Angebot,7899,test,limousine,automatik,224,c_klasse,150000,diesel,mercedes_benz,nein,16.42
43641,privat,Angebot,2349,test,limousine,manuell,105,3er,150000,benzin,bmw,nein,22.42
43642,privat,Angebot,31999,control,cabrio,manuell,150,a3,30000,benzin,audi,nein,6.17
43643,privat,Angebot,500,test,kleinwagen,manuell,60,corsa,150000,benzin,opel,nein,27.5
43644,privat,Angebot,4100,test,kleinwagen,manuell,75,polo,90000,benzin,volkswagen,nein,17.83
43645,privat,Angebot,13500,control,cabrio,manuell,122,cooper,90000,benzin,mini,nein,10.5
43646,privat,Angebot,150,control,cabrio,manuell,116,escort,125000,benzin,ford,,26.83
43647,privat,Angebot,3500,test,coupe,manuell,83,,150000,benzin,volkswagen,nein,30.25
43648,privat,Angebot,2290,test,kleinwagen,manuell,57,corsa,150000,benzin,opel,,20.75
43649,privat,Angebot,690,control,limousine,manuell,75,golf,150000,benzin,volkswagen,nein,25.0
43650,privat,Angebot,7400,control,,manuell,140,touran,150000,diesel,volkswagen,nein,4.0
43652,privat,Angebot,15900,test,limousine,automatik,116,a_klasse,40000,benzin,mercedes_benz,nein,11.0
43653,privat,Angebot,4900,test,coupe,manuell,143,andere,90000,benzin,hyundai,ja,13.33
43654,privat,Angebot,3400,test,kombi,manuell,136,4_reihe,150000,diesel,peugeot,nein,15.67
43655,privat,Angebot,9399,test,bus,manuell,143,s_max,150000,diesel,ford,nein,13.33
43656,privat,Angebot,2999,control,,manuell,80,andere,150000,,ford,nein,36.5
43657,privat,Angebot,8590,test,limousine,manuell,110,scenic,150000,diesel,renault,nein,11.25
43658,privat,Angebot,699,control,limousine,automatik,102,andere,150000,benzin,volvo,nein,29.08
43659,privat,Angebot,8000,test,suv,automatik,185,xc_reihe,90000,diesel,volvo,nein,13.08
43661,privat,Angebot,750,test,cabrio,automatik,54,fortwo,150000,benzin,smart,ja,21.42
43662,privat,Angebot,5950,test,kombi,manuell,150,e_klasse,150000,diesel,mercedes_benz,nein,18.75
43663,privat,Angebot,9500,control,kombi,automatik,170,c5,125000,diesel,citroen,nein,13.92
43664,privat,Angebot,2300,test,kombi,manuell,116,golf,150000,benzin,volkswagen,,22.83
43665,privat,Angebot,3999,test,limousine,automatik,220,e_klasse,125000,benzin,mercedes_benz,nein,25.83
43666,privat,Angebot,1000,test,,manuell,115,andere,150000,benzin,ford,nein,4.25
43667,privat,Angebot,250,test,limousine,manuell,113,bravo,150000,benzin,fiat,ja,25.58
43669,privat,Angebot,600,control,limousine,manuell,197,c_klasse,150000,benzin,mercedes_benz,nein,22.42
43670,privat,Angebot,900,control,limousine,automatik,101,vectra,100000,benzin,opel,nein,24.25
43671,privat,Angebot,2599,test,limousine,manuell,90,octavia,150000,diesel,skoda,nein,18.33
43672,privat,Angebot,6900,control,limousine,manuell,116,a4,150000,diesel,audi,nein,16.08
43673,privat,Angebot,7888,control,bus,manuell,95,vito,125000,diesel,mercedes_benz,nein,13.67
43674,privat,Angebot,8000,test,kombi,manuell,145,mondeo,90000,benzin,ford,ja,12.92
43675,privat,Angebot,500,test,kombi,automatik,101,astra,150000,benzin,opel,ja,22.5
43676,privat,Angebot,6499,test,limousine,automatik,354,e_klasse,150000,benzin,mercedes_benz,,23.5
43677,privat,Angebot,290,test,,automatik,130,mondeo,150000,,ford,,6.0
43678,privat,Angebot,3000,test,bus,automatik,116,sharan,150000,diesel,volkswagen,nein,20.92
43679,privat,Angebot,230,test,kleinwagen,manuell,65,,150000,benzin,opel,nein,23.0
43680,privat,Angebot,5990,test,kombi,manuell,101,combo,150000,diesel,opel,nein,10.25
43681,privat,Angebot,12500,test,kombi,manuell,140,passat,150000,diesel,volkswagen,nein,9.33
43682,privat,Angebot,2150,test,cabrio,manuell,75,golf,150000,benzin,volkswagen,nein,22.83
43683,privat,Angebot,25500,control,limousine,automatik,204,5_reihe,40000,diesel,peugeot,nein,9.58
43684,privat,Angebot,950,test,limousine,automatik,101,vectra,150000,benzin,opel,nein,24.5
43685,privat,Angebot,3700,control,kleinwagen,manuell,95,andere,125000,benzin,fiat,nein,14.5
43686,privat,Angebot,350,test,limousine,manuell,136,andere,150000,benzin,kia,ja,19.0
43688,privat,Angebot,949,test,coupe,manuell,95,megane,150000,benzin,renault,nein,21.75
43689,privat,Angebot,23900,control,bus,automatik,174,transporter,100000,diesel,volkswagen,nein,13.92
43690,privat,Angebot,10890,test,limousine,manuell,102,octavia,30000,benzin,skoda,,9.0
43691,privat,Angebot,1950,control,coupe,manuell,116,beetle,150000,benzin,volkswagen,nein,22.25
43692,privat,Angebot,9500,test,,manuell,116,b_klasse,125000,benzin,mercedes_benz,nein,5.42
43693,privat,Angebot,1100,control,limousine,manuell,75,vectra,100000,benzin,opel,nein,23.0
43694,privat,Angebot,150,control,kleinwagen,manuell,68,justy,70000,benzin,subaru,,25.75
43695,privat,Angebot,12800,control,bus,manuell,151,,150000,diesel,volkswagen,nein,18.25
43696,privat,Angebot,1945,test,kleinwagen,manuell,105,a3,125000,benzin,audi,,23.0
43697,privat,Angebot,15900,control,bus,automatik,109,b_klasse,150000,diesel,mercedes_benz,nein,8.67
43698,privat,Angebot,5500,test,limousine,manuell,150,e_klasse,150000,diesel,mercedes_benz,,19.58
43699,privat,Angebot,500,control,limousine,manuell,129,andere,150000,diesel,citroen,ja,26.75
43700,privat,Angebot,250,test,kleinwagen,manuell,55,punto,125000,benzin,fiat,nein,23.25
43701,privat,Angebot,444,control,kleinwagen,manuell,50,fiesta,60000,benzin,ford,nein,28.5
43703,privat,Angebot,1500,control,limousine,manuell,102,a_klasse,150000,benzin,mercedes_benz,nein,20.67
43704,privat,Angebot,650,test,kleinwagen,manuell,65,corsa,150000,benzin,opel,nein,21.08
43706,privat,Angebot,9000,test,cabrio,manuell,163,slk,150000,,mercedes_benz,,15.0
43707,privat,Angebot,2500,test,limousine,manuell,101,golf,150000,diesel,volkswagen,nein,19.83
43708,privat,Angebot,6600,control,limousine,manuell,150,1er,150000,benzin,bmw,nein,16.5
43709,privat,Angebot,2000,test,kleinwagen,manuell,105,leon,150000,,seat,,16.0
